0.393784 -0.9687
-1.25016 0.262514
0.436515 -0.917869
0.780772 0.44933
-0.366392 -0.370449
-1.12246 -0.416307
-0.0941278 -1.0749
0.322553 -0.264257
0.838477 0.400158
-0.0565032 0.810741
-0.591869 -0.0840671
0.162815 -1.05589
0.958327 -0.234867
-0.588576 0.345566
-0.58566 0.291369
0.564047 0.6875
0.121268 -1.03755
-0.485441 -0.251394
0.1026 0.216798
-0.405442 -1.03638
0.517281 0.709112
-0.904069 -0.707819
-0.86413 0.511835
0.571198 0.947336
-0.290945 1.03084
-0.338489 0.0065044
0.585144 -0.212084
-0.31805 -0.0287943
0.0920918 0.468106
0.605394 -0.250487
-0.974474 -0.0375626
-0.588141 -0.673086
-0.623485 0.827697
-0.877503 0.519175
0.457126 -0.526644
1.16311 0.265941
-0.118865 -0.792829
0.363932 -0.634419
-0.058991 0.418713
0.484999 0.254215
0.556914 0.95935
-0.374365 0.0337177
0.0917054 1.10331
-0.289068 0.275766
1.24039 -0.131346
1.13581 -0.672086
0.747259 -1.1301
-0.0765585 -0.819953
-0.885358 -0.343514
0.908574 -0.998377
-0.876281 -0.333504
-0.657659 -0.6337
-0.90449 0.355679
0.781766 -1.11867
0.00962146 0.45309
0.215364 0.462611
-0.287046 -0.138809
-0.217166 -0.822808
0.563566 0.135358
0.475792 0.294901
-0.537713 0.896396
0.196534 1.05682
-0.677636 0.750335
0.42226 0.298739
0.589685 -0.00923109
1.20775 0.0597245
0.68357 -1.18913
-0.787982 0.676074
0.0587128 0.470064
-0.0799921 0.422813
0.745036 0.856861
1.20511 0.0223285
0.44964 0.300766
-0.65359 -0.619808
1.07371 -0.745985
-0.27134 -0.174215
0.0118798 -0.794579
1.14879 -0.662514
-0.41173 -0.771443
0.979065 0.640945
1.23448 -0.339097
1.18278 0.304417
0.437047 0.290729
-0.677365 -0.579837
1.12801 0.407708
0.295906 -0.716836
-0.792019 0.644459
1.21751 0.0273157
0.00680319 1.07433
0.79942 0.790037
-0.14104 -0.214662
0.567877 -0.355927
-0.796554 -0.498764
-0.555224 0.907641
-0.748209 -0.522029
-0.177426 1.03688
-0.838116 -0.439664
-0.701203 -0.536398
0.554079 0.159825
-0.769271 0.710305
-0.904027 0.417278
1.05251 -0.766918
-0.681588 -0.588205
0.424117 1.03252
-0.07737 -0.80814
-0.0768433 -0.822056
0.741791 0.871989
0.138167 1.07142
0.532909 -0.446546
-0.0678515 0.42448
-0.877783 -0.343156
0.218138 0.413576
1.06641 -0.761236
-0.330858 0.995828
-0.796669 0.66619
0.699124 0.891126
1.12621 -0.611878
-0.0962688 0.417887
-0.612465 0.830772
-0.711328 0.738288
1.25395 -0.0940942
-0.424215 0.967124
1.16645 0.267934
0.400835 -0.644807
0.583156 0.0942973
0.574022 -0.247081
1.1094 -0.659654
-0.207111 1.05245
-0.0341223 1.08352
-0.0415621 0.430061
0.545687 0.115954
0.498997 0.250774
-0.305031 -0.0451227
-0.457911 0.935502
1.22244 -0.335619
-0.526422 -0.709268
1.00103 -0.818857
-0.226765 1.03469
-0.359928 0.0557455
0.586324 0.0549164
0.762554 0.864521
-0.95483 0.190635
-0.188678 -0.828977
0.209562 1.05574
-0.0219315 0.46101
1.16727 -0.531553
-0.68125 -0.552139
-0.274787 -0.147575
-0.0667872 -0.193737
0.677294 -1.1917
-0.393784 0.9687
1.25016 -0.262514
-0.436515 0.917869
-0.780772 -0.44933
0.366392 0.370449
1.12246 0.416307
0.0941278 1.0749
-0.322553 0.264257
-0.838477 -0.400158
0.0565032 -0.810741
0.591869 0.0840671
-0.162815 1.05589
-0.958327 0.234867
0.588576 -0.345566
0.58566 -0.291369
-0.564047 -0.6875
-0.121268 1.03755
0.485441 0.251394
-0.1026 -0.216798
0.405442 1.03638
-0.517281 -0.709112
0.904069 0.707819
